Country,Level 1 Government,Level 2 Government
Kenya,Nyeri,Othaya
Kenya,West Pokot,Pokot South
Kenya,Kilifi,Rabai
Kenya,Homa Bay,Rangwe
Kenya,Siaya,Rarieda
Kenya,Nakuru,Rongai
Kenya,Migori,Rongo
Kenya,Nairobi,Roysambu
Kenya,Nairobi,Ruaraka
Kenya,Kiambu,Ruiru
Kenya,Embu,Runyenjes
Kenya,Vihiga,Sabatia
Kenya,Trans Nzoia,Saboti
Kenya,Marsabit,Saku
Kenya,Samburu,Samburu East
Kenya,Samburu,Samburu North
Kenya,Samburu,Samburu West
Kenya,Kisumu,Seme
Kenya,Kakamega,Shinyalu
Kenya,Embu,Siakago
Kenya,West Pokot,Sigor
Kenya,Kericho,Sigowet/Soin
Kenya,Bungoma,Sirisia
Kenya,Bomet,Sotik
Kenya,Meru,South Imenti
Kenya,Kisii,South Mugirango
Kenya,Uasin Gishu,Soy
Kenya,Nairobi,Starehe
Kenya,Homa Bay,Suba North
Kenya,Homa Bay,Suba South
Kenya,Nakuru,Subukia
Kenya,Migori,Suna East
Kenya,Migori,Suna West
Kenya,Wajir,Tarbaj
Kenya,Taita Taveta,Taveta
Kenya,Busia,Teso North
Kenya,Busia,Teso South
Kenya,Nyeri,Tetu
Kenya,Tharaka-Nithi,Tharaka
Kenya,Kiambu,Thika Town
Kenya,Baringo,Tiaty
Kenya,Meru,Tigania East
Kenya,Meru,Tigania West
Kenya,Nandi,Tinderet
Kenya,Bungoma,Tongaren
Kenya,Uasin Gishu,Turbo
Kenya,Turkana,Turkana Central
Kenya,Turkana,Turkana East
Kenya,Turkana,Turkana North
Kenya,Turkana,Turkana South
Kenya,Turkana,Turkana West
Kenya,Siaya,Ugenya
Kenya,Siaya,Ugunja
Kenya,Migori,Uriri
Kenya,Vihiga,Vihiga
Kenya,Taita Taveta,Voi
Kenya,Wajir,Wajir East
Kenya,Wajir,Wajir North
Kenya,Wajir,Wajir South
Kenya,Wajir,Wajir West
Kenya,Bungoma,Webuye East
Kenya,Bungoma,Webuye West
Kenya,Nyamira,West Mugirango
Kenya,Nairobi,Westlands
Kenya,Taita Taveta,Wundanyi
Kenya,Machakos,Yatta
Haiti,Grande'Anse,Abricots
Haiti,North,Acul du Nord
Haiti,North-West,Anse-a-Foleur
Haiti,South-East,Anse-a-Pitre
Haiti,Nippes,Anse-a-Veau
Haiti,West,Anse a Galets
Haiti,Grande'Anse,Anse d'Hainault
Haiti,Artibonite,Anse Rouge
Haiti,South,Aquin
Haiti,West,Arcahaie
Haiti,Nippes,Arnaud
Haiti,South,Arniquet
Haiti,North,Bahon
Haiti,North-West,Baie de Henne
Haiti,South-East,Bainet
Haiti,Nippes,Baraderes
Haiti,North,Bas Limbe
Haiti,North-West,Bassin Bleu
Haiti,Grande'Anse,Beaumont
Haiti,Centre,Belladere
Haiti,South-East,Belle Anse
Haiti,North-West,Bombardopolis
Haiti,Grande'Anse,Bonbon
Haiti,North,Borgne
Haiti,Centre,Boucan Carre
Haiti,West,Cabaret
Haiti,South,Camp-Perrin
Haiti,North,Cap-Haitien
Haiti,North-East,Capotille
Haiti,North-East,Caracol
Haiti,North-East,Carice
Haiti,West,Carrefour
Haiti,South,Cavaillon
Haiti,South-East,Cayes-Jacmel
Haiti,Centre,Cerca Carvajal
Haiti,Centre,Cerca La Source
Haiti,Grande'Anse,Chambellan
Haiti,North-West,Chamsolme
Haiti,South,Chantal
Haiti,South,Chardonnieres
Haiti,West,Cite Soleil
Haiti,Grande'Anse,Corail
Haiti,West,Cornillon/ Grand Bois
Haiti,South,Coteaux
Haiti,South-East,Cotes de Fer
Haiti,West,Croix-Des-Bouquets
Haiti,Grande'Anse,Dame Marie
Haiti,West,Delmas
Haiti,Artibonite,Desdunes
Haiti,Artibonite,Dessalines
Haiti,North,Dondon
Haiti,Artibonite,Ennery
Haiti,North-East,Ferrier
Haiti,West,Fonds-Verrettes
Haiti,Nippes,Fonds des Negres
Haiti,North-East,Fort-Liberte
Haiti,West,Ganthier
Haiti,Artibonite,Gonaives
Haiti,Nippes,Grand-Boucan
Haiti,West,Grand-Goave
Haiti,South-East,Grand Gosier
Haiti,North,Grande Riviere Du Nord
Haiti,Artibonite,Grande Saline
Haiti,West,Gressier
Haiti,Artibonite,Gros Morne
Haiti,Centre,Hinche
Haiti,South,Ile a Vache
Haiti,South-East,Jacmel
Haiti,North-West,Jean Rabel
Haiti,Grande'Anse,Jeremie
Haiti,West,Kenscoff
Haiti,Nippes,L'Asile
Haiti,Artibonite,L'Estere
Haiti,Artibonite,La Chapelle
Haiti,North-West,La Tortue
Haiti,South-East,La Vallee
Haiti,North,La Victoire
Haiti,Centre,Lascahobas
Haiti,West,Leogane
Haiti,South,Les Anglais
Haiti,South,Les Cayes
Haiti,Grande'Anse,Les Irois
Haiti,North,Limbe
Haiti,North,Limonade
Haiti,Centre,Maissade
Haiti,South,Maniche
Haiti,South-East,Marigot
Haiti,Artibonite,Marmelade
Haiti,North,Milot
Haiti,Nippes,Miragoane
Haiti,Centre,Mirebalais
Haiti,North-West,Mole Saint Nicolas
Haiti,North-East,Mombin Crochu
Haiti,North-East,Mont-Organise
Haiti,Grande'Anse,Moron
Haiti,North-East,Ouanaminthe
Haiti,Nippes,Paillant
Haiti,North-East,Perches
Haiti,Grande'Anse,Pestel
Haiti,West,Petion-Ville
Haiti,West,Petit-Goave
Haiti,Nippes,Petit Trou de Nippes
Haiti,Artibonite,Petite Riviere de l'Artibonite
Haiti,Nippes,Petite Riviere de Nippes
Haiti,North,Pignon
Haiti,North,Pilate
Haiti,North,Plaine du Nord
Haiti,North,Plaisance
Haiti,Nippes,Plaisance du Sud
Haiti,West,Pointe a Raquette
Haiti,South,Port-a-Piment
Haiti,West,Port-au-Prince
Haiti,North-West,Port-de-Paix
Haiti,North,Port-Margot
Haiti,South,Port-Salut
Haiti,North,Quartier Morin
Haiti,North,Ranquitte
Haiti,South,Roche a Bateau
Haiti,Grande'Anse,Roseaux
Haiti,North-West,Saint-Louis du Nord
Haiti,Artibonite,Saint-Marc
Haiti,Artibonite,Saint-Michel de l'Attalaye
Haiti,North,Saint-Raphael
Haiti,South,Saint Jean du Sud
Haiti,South,Saint Louis du Sud
Haiti,North-East,Sainte Suzanne
Haiti,Centre,Saut d'Eau
Haiti,Centre,Savanette
Haiti,West,Tabarre
Haiti,Artibonite,Terre Neuve
Haiti,North-East,Terrier Rouge
Haiti,South-East,Thiotte
Haiti,Centre,Thomassique
Haiti,West,Thomazeau
Haiti,Centre,Thomonde
Haiti,South,Tiburon
Haiti,South,Torbeck
Haiti,North-East,Trou du Nord
Haiti,North-East,Vallieres
Haiti,Artibonite,Verrettes
Côte d'Ivoire,Indenie-Djuablin,Abengourou
Côte d'Ivoire,District Autonome D'Abidjan,Abidjan
Côte d'Ivoire,Sud-Comoe,Aboisso
Côte d'Ivoire,Sud-Comoe,Adiaké
Côte d'Ivoire,Me,Adzopé
Nepal,Agneby-Tiassa,Agboville
Côte d'Ivoire,Indenie-Djuablin,Agnibilékrou
Côte d'Ivoire,Me,Akoupé
Côte d'Ivoire,Me,Alépé
Côte d'Ivoire,Moronou,Arrah
Côte d'Ivoire,District Autonome De Yamoussoukro,Attiégouakro
Côte d'Ivoire,Guemon,Bangolo
Côte d'Ivoire,Gbeke,Béoumi
Côte d'Ivoire,Indenie-Djuablin,Béttié
Côte d'Ivoire,Tonkpi,Biankouma
Côte d'Ivoire,Cavally,Bloléquin
Côte d'Ivoire,N'Zi,Bocanda
Côte d'Ivoire,Gontougo,Bondoukou
Côte d'Ivoire,Moronou,Bongouanou
Côte d'Ivoire,Gbeke,Botro
Côte d'Ivoire,Marahoue,Bouaflé
Côte d'Ivoire,Gbeke,Bouaké
Côte d'Ivoire,Bounkani,Bouna
Côte d'Ivoire,Bagoue,Boundiali
Côte d'Ivoire,Nawa,Buyo
Côte d'Ivoire,Hambol,Dabakala
Côte d'Ivoire,Grands Ponts,Dabou
Côte d'Ivoire,Haut-Sassandra,Daloa
Côte d'Ivoire,Tonkpi,Danané
Côte d'Ivoire,Iffou,Daoukro
Côte d'Ivoire,Bere,Dianra
Côte d'Ivoire,Belier,Didievi
Côte d'Ivoire,Poro,Dikodougou
Côte d'Ivoire,N'Zi,Dimbokro
Côte d'Ivoire,Loh-Djiboua,Divo
Côte d'Ivoire,Belier,Djekanou
Côte d'Ivoire,Bounkani,Doropo
Côte d'Ivoire,Guemon,Duékoué
Côte d'Ivoire,Guemon,Facobly
Côte d'Ivoire,Tchologo,Ferkessédougou
Côte d'Ivoire,Gbokle,Fresco
Côte d'Ivoire,Goh,Gagnoa
Côte d'Ivoire,Kabadougou,Gbeleban
Côte d'Ivoire,Sud-Comoe,Grand-Bassam
Côte d'Ivoire,Grands Ponts,Grand-Lahou
Côte d'Ivoire,Nawa,Guéyo
Côte d'Ivoire,Cavally,Guiglo
Côte d'Ivoire,Loh-Djiboua,Guitry
Côte d'Ivoire,Haut-Sassandra,Issia
Côte d'Ivoire,Grands Ponts,Jacqueville
Côte d'Ivoire,Worodougou,Kani
Côte d'Ivoire,Folon,Kaniasso
Côte d'Ivoire,Hambol,Katiola
Côte d'Ivoire,Tchologo,Kong
Côte d'Ivoire,Poro,Korhogo
Côte d'Ivoire,Bafing,Koro
Côte d'Ivoire,N'Zi,Kouassi-Kouassikro
Côte d'Ivoire,Guemon,Kouibly
Côte d'Ivoire,Gontougo,Koun Fao
Côte d'Ivoire,Bere,Kounahiri
Côte d'Ivoire,Bagoue,Kouto
Côte d'Ivoire,Loh-Djiboua,Lakota
Côte d'Ivoire,Iffou,M'Bahiakro
Côte d'Ivoire,Moronou,M'Batto
Côte d'Ivoire,Poro,M'Bengué
Côte d'Ivoire,Kabadougou,Madinani
Côte d'Ivoire,Tonkpi,Man
Côte d'Ivoire,Bere,Mankono
Côte d'Ivoire,Nawa,Méagui
Côte d'Ivoire,Folon,Minignan
Côte d'Ivoire,Bounkani,Nassian
Côte d'Ivoire,Hambol,Niakaramandougou
Côte d'Ivoire,Kabadougou,Odienne
Côte d'Ivoire,Tchologo,Ouangolodougou
Côte d'Ivoire,Bafing,Ouaninou
Côte d'Ivoire,Goh,Oumé
Côte d'Ivoire,Iffou,Prikro
Côte d'Ivoire,Gbeke,Sakassou
Côte d'Ivoire,Kabadougou,Samatiguila
Côte d'Ivoire,San Pedro,San Pédro
Côte d'Ivoire,Gontougo,Sandegue
Côte d'Ivoire,Gbokle,Sassandra
Côte d'Ivoire,Worodougou,Séguéla
Côte d'Ivoire,Kabadougou,Séguélon
Nepal,Agneby-Tiassa,Sikensi
Côte d'Ivoire,Poro,Sinématiali
Côte d'Ivoire,Marahoue,Sinfra
Côte d'Ivoire,Tonkpi,Sipilou
Côte d'Ivoire,Nawa,Soubré
Nepal,Agneby-Tiassa,Taabo
Côte d'Ivoire,San Pedro,Tabou
Côte d'Ivoire,Cavally,Taï
Côte d'Ivoire,Gontougo,Tanda
Côte d'Ivoire,Bounkani,Téhini
Côte d'Ivoire,Bagoue,Tengrela
Côte d'Ivoire,Sud-Comoe,Tiapoum
Nepal,Agneby-Tiassa,Tiassalé
Côte d'Ivoire,Belier,Tiébissou
Côte d'Ivoire,Bafing,Touba
Côte d'Ivoire,Cavally,Toulepleu
Côte d'Ivoire,Belier,Toumodi
Côte d'Ivoire,Gontougo,Transua
Côte d'Ivoire,Haut-Sassandra,Vavoua
Côte d'Ivoire,Me,Yakassé-Attobrou
Côte d'Ivoire,District Autonome De Yamoussoukro,Yamoussoukro
Côte d'Ivoire,Tonkpi,Zouan-Hounien
Côte d'Ivoire,Haut-Sassandra,Zoukougbeu
Côte d'Ivoire,Marahoue,Zuénoula
Mozambique,Zambezia,Alto Molocue
Mozambique,Cabo Delgado,Ancuabe
Mozambique,Nampula,Angoche
Mozambique,Tete,Angonia
Mozambique,Cabo Delgado,Balama
Mozambique,Manica,Barue
Mozambique,Gaza,Bilene
Mozambique,Maputo,Boane
Mozambique,Sofala,Buzi
Mozambique,Tete,Cahora Bassa
Mozambique,Sofala,Caia
Mozambique,Tete,Changara
Mozambique,Sofala,Chemba
Mozambique,Sofala,Cheringoma
Mozambique,Sofala,Chibabava
Mozambique,Gaza,Chibuto
Mozambique,Gaza,Chicualacuala
Mozambique,Tete,Chifunde
Mozambique,Gaza,Chigubo
Mozambique,Niassa,Chimbonila
Mozambique,Zambezia,Chinde
Mozambique,Cabo Delgado,Chiure
Mozambique,Tete,Chiuta
Mozambique,Gaza,Chokwe
Mozambique,Gaza,Chongoene
Mozambique,Sofala,Cidade Da Beira
Mozambique,Maputo,Cidade Da Matola
Mozambique,Manica,Cidade De Chimoio
Mozambique,Inhambane,Cidade De Inhambane
Mozambique,Niassa,Cidade De Lichinga
Mozambique,Maputo City,Cidade De Maputo
Mozambique,Nampula,Cidade De Nampula
Mozambique,Cabo Delgado,Cidade De Pemba
Mozambique,Zambezia,Cidade De Quelimane
Mozambique,Tete,Cidade De Tete
Mozambique,Gaza,Cidade De Xai-Xai
Mozambique,Niassa,Cuamba
Mozambique,Zambezia,Derre
Mozambique,Tete,Doa
Mozambique,Sofala,Dondo
Mozambique,Nampula,Erati
Mozambique,Inhambane,Funhalouro
Mozambique,Zambezia,Gile
Mozambique,Manica,Gondola
Mozambique,Sofala,Gorongosa
Mozambique,Inhambane,Govuro
Mozambique,Gaza,Guija
Mozambique,Manica,Guro
Mozambique,Zambezia,Gurue
Mozambique,Inhambane,Homoine
Mozambique,Cabo Delgado,Ibo
Mozambique,Zambezia,Ile
Mozambique,Nampula,Ilha De Moçambique
Mozambique,Niassa,Ilha Licom
Mozambique,Niassa,Ilha Risunodo
Mozambique,Inhambane,Inharrime
Mozambique,Inhambane,Inhassoro
Mozambique,Zambezia,Inhassunge
Mozambique,Inhambane,Jangamo
Mozambique,Niassa,Lago
Mozambique,Niassa,Lago Niassa
Mozambique,Nampula,Lalaua
Mozambique,Nampula,Larde
Mozambique,Gaza,Limpopo
Mozambique,Nampula,Liúpo
Mozambique,Zambezia,Luabo
Mozambique,Zambezia,Lugela
Mozambique,Gaza,Mabalane
Mozambique,Inhambane,Mabote
Mozambique,Tete,Macanga
Mozambique,Manica,Macate
Mozambique,Sofala,Machanga
Mozambique,Manica,Machaze
Mozambique,Cabo Delgado,Macomia
Mozambique,Manica,Macossa
Mozambique,Zambezia,Maganja Da Costa
Mozambique,Tete,Magoe
Mozambique,Maputo,Magude
Mozambique,Niassa,Majune
Mozambique,Nampula,Malema
Mozambique,Niassa,Mandimba
Mozambique,Gaza,Mandlakaze
Mozambique,Maputo,Manhiça
Mozambique,Manica,Manica
Mozambique,Gaza,Mapai
Mozambique,Zambezia,Maquival
Mozambique,Tete,Marara
Mozambique,Tete,Maravia
Mozambique,Sofala,Maringue
Mozambique,Maputo,Marracuene
Mozambique,Sofala,Marromeu
Mozambique,Niassa,Marrupa
Mozambique,Gaza,Massangena
Mozambique,Inhambane,Massinga
Mozambique,Gaza,Massingir
Mozambique,Maputo,Matutuine
Mozambique,Niassa,Maua
Mozambique,Niassa,Mavago
Mozambique,Inhambane,Maxixe
Mozambique,Niassa,Mecanhelas
Mozambique,Nampula,Meconta
Mozambique,Nampula,Mecuburi
Mozambique,Cabo Delgado,Mecufi
Mozambique,Niassa,Mecula
Mozambique,Cabo Delgado,Meluco
Mozambique,Nampula,Memba
Mozambique,Niassa,Metarica
Mozambique,Cabo Delgado,Metuge
Mozambique,Zambezia,Milange
Mozambique,Maputo,Moamba
Mozambique,Tete,Moatize
Mozambique,Cabo Delgado,Mocimboa Da Praia
Mozambique,Zambezia,Mocuba
Mozambique,Zambezia,Mocubela
Mozambique,Nampula,Mogincual
Mozambique,Nampula,Mogovolas
Mozambique,Zambezia,Molumbo
Mozambique,Nampula,Moma
Mozambique,Nampula,Monapo
Mozambique,Cabo Delgado,Montepuez
Mozambique,Zambezia,Mopeia
Mozambique,Zambezia,Morrumbala
Mozambique,Inhambane,Morrumbene
Mozambique,Nampula,Mossuril
Mozambique,Manica,Mossurize
Mozambique,Sofala,Muanza
Mozambique,Nampula,Muecate
Mozambique,Cabo Delgado,Mueda
Mozambique,Niassa,Muembe
Mozambique,Cabo Delgado,Muidumbe
Mozambique,Zambezia,Mulevala
Mozambique,Nampula,Murrupula
Mozambique,Tete,Mutarara
Mozambique,Nampula,Nacala
Mozambique,Nampula,Nacala-A-Velha
Mozambique,Nampula,Nacaroa
Mozambique,Maputo,Namaacha
Mozambique,Zambezia,Namacurra
Mozambique,Zambezia,Namarroi
Mozambique,Cabo Delgado,Namuno
Mozambique,Cabo Delgado,Nangade
Mozambique,Niassa,Ngauma
Mozambique,Sofala,Nhamatanda
Mozambique,Zambezia,Nicoadala
Mozambique,Niassa,Nipepe
Mozambique,Cabo Delgado,Palma
Mozambique,Inhambane,Panda
Mozambique,Zambezia,Pebane
Mozambique,Cabo Delgado,Quissanga
Mozambique,Nampula,Rapale
Mozambique,Nampula,Ribaue
Mozambique,Niassa,Sanga
Mozambique,Manica,Sussundenga
Mozambique,Manica,Tambara
Mozambique,Tete,Tsangano
Mozambique,Manica,Vanduzi
Mozambique,Inhambane,Vilankulo
Mozambique,Inhambane,Zavala
Mozambique,Tete,Zumbu
Peru,Apurimac,Abancay
Liberia,Bomi,Klay
Liberia,Bong,Kakata
Liberia,Grand Bassa,District #3
Liberia,Grand Gedeh,Gbao
Liberia,Grand Kru,Buah
Liberia,Lofa,Zorzor
Liberia,Maryland,Harper
Liberia,Montserrado,Greater Monrovia
Liberia,Nimba,Sanniquellie
Liberia,River Gee,Glaro
Liberia,Sinoe,Greenville
Liberia,Gbarpolu,Bopolu
Liberia,Rivercess,Central Rivercess
Liberia,Rivercess,Jo River
Liberia,Grand Bassa,District #4
Liberia,Rivercess,Zartlahn
Liberia,Grand Bassa,District #2
Liberia,Grand Bassa,District #1
Liberia,Grand Bassa,St. John River
Liberia,Rivercess,Doedain
Liberia,Grand Bassa,Neekreen
Liberia,Rivercess,Bearwor
Liberia,Rivercess,Fen River
Liberia,Rivercess,Norwein
Liberia,Rivercess,Sam Gbalor
Panama,Ngöbe Buglé,Jirondai
Tanzania,Arusha,Meru
Tanzania,Arusha,Monduli
Tanzania,Dodoma,Chemba
Tanzania,Arusha,Arusha Urban
Tanzania,Arusha,Karatu
Tanzania,Arusha,Ngorongoro
Tanzania,Arusha,Arusha
Tanzania,Arusha,Longido
Tanzania,Kilimanjaro,Rombo
Tanzania,Kilimanjaro,Mwanga
Tanzania,Kilimanjaro,Same
Tanzania,Kilimanjaro,Moshi
Tanzania,Kilimanjaro,Hai
Tanzania,Kilimanjaro,Moshi Urban
Tanzania,Kilimanjaro,Siha
Tanzania,Tanga,Lushoto
Tanzania,Tanga,Korogwe
Tanzania,Tanga,Muheza
Tanzania,Tanga,Tanga Urban
Tanzania,Tanga,Pangani
Tanzania,Tanga,Handeni
Tanzania,Tanga,Kilindi
Tanzania,Tanga,Mkinga
Tanzania,Tanga,Korogwe Township Authority
Tanzania,Tanga,Handeni Mji
Tanzania,Morogoro,Kilosa
Tanzania,Morogoro,Morogoro
Tanzania,Morogoro,Kilombero
Tanzania,Morogoro,Ulanga
Tanzania,Morogoro,Morogoro Urban
Tanzania,Morogoro,Mvomero
Tanzania,Morogoro,Gairo
Tanzania,Pwani,Bagamoyo
Tanzania,Pwani,Kibaha
Tanzania,Pwani,Kisarawe
Tanzania,Pwani,Mkuranga
Tanzania,Pwani,Rufiji
Tanzania,Pwani,Mafia
Tanzania,Pwani,Kibaha Urban
Tanzania,Dar-es-salaam,Kinondoni
Tanzania,Dar-es-salaam,Ilala
Tanzania,Dar-es-salaam,Temeke
Tanzania,Lindi,Kilwa
Tanzania,Lindi,Lindi
Tanzania,Lindi,Nachingwea
Tanzania,Lindi,Liwale
Tanzania,Lindi,Ruangwa
Tanzania,Lindi,Lindi Urban
Tanzania,Mtwara,Mtwara
Tanzania,Mtwara,Newala
Tanzania,Mtwara,Masasi
Tanzania,Mtwara,Tandahimba
Tanzania,Mtwara,Mtwara Urban
Tanzania,Mtwara,Nanyumbu
Tanzania,Mtwara,Masasi  Township Authority
Tanzania,Ruvuma,Tunduru
Tanzania,Ruvuma,Songea
Tanzania,Ruvuma,Mbinga
Tanzania,Ruvuma,Songea Urban
Tanzania,Ruvuma,Namtumbo
Tanzania,Ruvuma,Nyasa
Tanzania,Iringa,Iringa
Tanzania,Iringa,Mufindi
Tanzania,Iringa,Iringa Urban
Tanzania,Iringa,Kilolo
Tanzania,Iringa,Mafinga Township Authority
Tanzania,Mbeya,Chunya
Tanzania,Songwe,Songwe
Tanzania,Mbeya,Mbeya
Tanzania,Mbeya,Kyela
Tanzania,Mbeya,Rungwe
Tanzania,Songwe,Ileje
Tanzania,Songwe,Mbozi
Tanzania,Mbeya,Mbarali
Tanzania,Mbeya,Mbeya Urban
Tanzania,Songwe,Momba
Tanzania,Songwe,Tunduma
Tanzania,Singida,Iramba
Tanzania,Singida,Singida
Tanzania,Singida,Manyoni
Tanzania,Singida,Singida Urban
Tanzania,Singida,Ikungi
Tanzania,Singida,Mkalama
Tanzania,Tabora,Nzega
Tanzania,Tabora,Igunga
Tanzania,Tabora,Uyui
Tanzania,Tabora,Urambo
Tanzania,Tabora,Sikonge
Tanzania,Tabora,Tabora Urban
Tanzania,Tabora,Kaliua
Tanzania,Rukwa,Kalambo
Tanzania,Rukwa,Sumbawanga
Tanzania,Rukwa,Nkasi
Tanzania,Rukwa,Sumbawanga Urban
Tanzania,Kigoma,Kibondo
Tanzania,Kigoma,Kasulu
Tanzania,Kigoma,Kigoma
Tanzania,Kigoma,Kigoma  Urban
Tanzania,Kigoma,Uvinza
Tanzania,Kigoma,Buhigwe
Tanzania,Kigoma,Kakonko
Tanzania,Kigoma,Kasulu Township Authority
Tanzania,Shinyanga,Shinyanga Urban
Tanzania,Shinyanga,Kishapu
Tanzania,Shinyanga,Shinyanga
Tanzania,Shinyanga,Kahama
Tanzania,Shinyanga,Kahama Township Authority
Tanzania,Kagera,Karagwe
Tanzania,Kagera,Bukoba
Tanzania,Kagera,Muleba
Tanzania,Kagera,Biharamulo
Tanzania,Kagera,Ngara
Tanzania,Kagera,Bukoba Urban
Tanzania,Kagera,Missenyi
Tanzania,Kagera,Kyerwa
Tanzania,Mwanza,Ukerewe
Tanzania,Mwanza,Magu
Tanzania,Mwanza,Nyamagana
Tanzania,Mwanza,Kwimba
Tanzania,Mwanza,Sengerema
Tanzania,Mwanza,Ilemela
Tanzania,Mwanza,Misungwi
Tanzania,Mara,Tarime
Tanzania,Mara,Serengeti
Tanzania,Mara,Musoma
Tanzania,Mara,Bunda
Tanzania,Mara,Rorya
Tanzania,Mara,Butiam
Tanzania,Manyara,Babati
Tanzania,Manyara,Hanang
Tanzania,Manyara,Mbulu
Tanzania,Manyara,Simanjiro
Tanzania,Manyara,Kiteto
Tanzania,Manyara,Babati Urban
Tanzania,Njombe,Njombe Urban
Tanzania,Njombe,Wanging'ombe
Tanzania,Njombe,Makete
Tanzania,Njombe,Njombe
Tanzania,Njombe,Ludewa
Tanzania,Njombe,Makambako Township Authority
Tanzania,Katavi,Mpanda Urban
Tanzania,Katavi,Mpanda
Tanzania,Katavi,Mlele
Tanzania,Simiyu,Bariadi
Tanzania,Simiyu,Itilima
Tanzania,Simiyu,Meatu
Tanzania,Simiyu,Maswa
Tanzania,Simiyu,Busega
Tanzania,Geita,Geita
Tanzania,Geita,Nyang'hwale
Tanzania,Geita,Mbogwe
Tanzania,Geita,Bukombe
Tanzania,Geita,Chato
Tanzania,Kaskazini Unguja,Kaskazini A
Tanzania,Kaskazini Unguja,Kaskazini B
Tanzania,Kusini Unguja,Kati
Tanzania,Kusini Unguja,Kusini
Tanzania,Mjini Magharibi,Magharibi
Tanzania,Mjini Magharibi,Mjini
Tanzania,Kaskazini Pemba,Wete
Tanzania,Kaskazini Pemba,Micheweni
Tanzania,Kusini Pemba,Chake Chake
Tanzania,Kusini Pemba,Mkoani
Tanzania,Mara,Musoma Urban
El Salvador,Ahuachapán,Ahuachapán Centro
El Salvador,Ahuachapán,Ahuachapán Norte
El Salvador,Ahuachapán,Ahuachapán Sur
El Salvador,Cabañas,Cabañas Este
El Salvador,Cabañas,Cabañas Oeste
El Salvador,Chalatenango,Chalatenango Centro
El Salvador,Chalatenango,Chalatenango Norte
El Salvador,Chalatenango,Chalatenango Sur
El Salvador,Chalatenango,Embalse Cerron Grande
El Salvador,Cuscatlán,Cuscatlán Norte
El Salvador,Cuscatlán,Cuscatlán Sur
El Salvador,La Libertad,La Libertad Centro
El Salvador,La Libertad,La Libertad Costa
El Salvador,La Libertad,La Libertad Este
El Salvador,La Libertad,La Libertad Norte
El Salvador,La Libertad,La Libertad Oeste
El Salvador,La Libertad,La Libertad Sur
El Salvador,La Paz,La Paz Centro
El Salvador,La Paz,La Paz Este
El Salvador,La Paz,La Paz Oeste
El Salvador,La Unión,La Unión Norte
El Salvador,La Unión,La Unión Sur
El Salvador,Morazán,Morazán Norte
El Salvador,Morazán,Morazán Sur
El Salvador,San Miguel,San Miguel Centro
El Salvador,San Miguel,San Miguel Norte
El Salvador,San Miguel,San Miguel Oeste
El Salvador,San Salvador,San Salvador Centro
El Salvador,San Salvador,San Salvador Este
El Salvador,San Salvador,San Salvador Norte
El Salvador,San Salvador,San Salvador Oeste
El Salvador,San Salvador,San Salvador Sur
El Salvador,San Salvador,Lago de Llopango
El Salvador,San Vicente,San Vicente Norte
El Salvador,San Vicente,San Vicente Sur
El Salvador,Santa Ana,Santa Ana Centro
El Salvador,Santa Ana,Santa Ana Este
El Salvador,Santa Ana,Santa Ana Norte
El Salvador,Santa Ana,Santa Ana Oeste
El Salvador,Santa Ana,Lago de Guija
El Salvador,Santa Ana,Lago de Coatepeque
El Salvador,Sonsonate,Sonsonate Centro
El Salvador,Sonsonate,Sonsonate Este
El Salvador,Sonsonate,Sonsonate Norte
El Salvador,Sonsonate,Sonsonate Oeste
El Salvador,Usulután,Usulután Este
El Salvador,Usulután,Usulután Norte
El Salvador,Usulután,Usulután Oeste
Malawi,Northern,Chitipa
Malawi,Northern,Karonga
Malawi,Northern,Nkhatabay
Malawi,Northern,Rumphi
Malawi,Northern,Mzimba
Malawi,Northern,Likoma
Malawi,Northern,Mzuzu City
Malawi,Central,Kasungu
Malawi,Central,Nkhotakota
Malawi,Central,Ntchisi
Malawi,Central,Dowa
Malawi,Central,Salima
Malawi,Central,Lilongwe
Malawi,Central,Mchinji
Malawi,Central,Dedza
Malawi,Central,Ntcheu
Malawi,Central,Lilongwe City
Malawi,Southern,Mangochi
Malawi,Southern,Machinga
Malawi,Southern,Zomba
Malawi,Southern,Chiradzulu
Malawi,Southern,Blantyre
Malawi,Southern,Mwanza
Malawi,Southern,Thyolo
Malawi,Southern,Mulanje
Malawi,Southern,Phalombe
Malawi,Southern,Chikwawa
Malawi,Southern,Nsanje
Malawi,Southern,Balaka
Malawi,Southern,Neno
Malawi,Southern,Zomba City
Malawi,Southern,Blantyre City
Nepal,Koshi,Taplejung
Nepal,Koshi,Panchthar
Nepal,Koshi,Ilam
Nepal,Koshi,Jhapa
Nepal,Koshi,Morang
Nepal,Koshi,Sunsari
Nepal,Koshi,Dhankuta
Nepal,Koshi,Terhathum
Nepal,Koshi,Sankhuwasabha
Nepal,Koshi,Bhojpur
Nepal,Koshi,Solukhumbu
Nepal,Koshi,Khotang
Nepal,Koshi,Okhaldhunga
Nepal,Koshi,Udayapur
Nepal,Madhesh,Saptari
Nepal,Madhesh,Siraha
Nepal,Madhesh,Dhanusa
Nepal,Madhesh,Mahottari
Nepal,Madhesh,Sarlahi
Nepal,Madhesh,Rautahat
Nepal,Madhesh,Bara
Nepal,Madhesh,Parsa
